id	pr_analyte_id	pr_analyte_num	pr_bset_id	pr_lua_id	pr_pool_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_bing	pr_is_inf	pr_is_lmark	pr_model_id
220311_at	-666	-666	-666	-666	-666	29104	N6AMT1	N-6 adenine-specific DNA methyltransferase 1 (putative)	-666	-666	N	mlr12k_epsilon5253_978
203025_at	-666	-666	-666	-666	-666	8260	NAA10	"N(alpha)-acetyltransferase 10, NatA catalytic subunit"	-666	-666	N	mlr12k_epsilon5253_978
210603_at	-666	-666	-666	-666	-666	84779	NAA11	"N(alpha)-acetyltransferase 11, NatA catalytic subunit"	-666	-666	N	mlr12k_epsilon5253_978
219158_s_at	-666	-666	-666	-666	-666	80155	NAA15	"N(alpha)-acetyltransferase 15, NatA auxiliary subunit"	-666	-666	N	mlr12k_epsilon5253_978
219378_at	-666	-666	-666	-666	-666	79612	NAA16	"N(alpha)-acetyltransferase 16, NatA auxiliary subunit"	-666	-666	N	mlr12k_epsilon5253_978
219362_at	-666	-666	-666	-666	-666	60560	NAA35	"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"	-666	-666	N	mlr12k_epsilon5253_978
220925_at	-666	-666	-666	-666	-666	60560	NAA35	"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"	-666	-666	N	mlr12k_epsilon5253_978
219119_at	-666	-666	-666	-666	-666	51691	NAA38	"N(alpha)-acetyltransferase 38, NatC auxiliary subunit"	-666	-666	N	mlr12k_epsilon5253_978
218734_at	-666	-666	-666	-666	-666	79829	NAA40	"N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae)"	-666	-666	N	mlr12k_epsilon5253_978
222369_at	-666	-666	-666	-666	-666	79829	NAA40	"N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae)"	-666	-666	N	mlr12k_epsilon5253_978
217745_s_at	-666	-666	-666	-666	-666	80218	NAA50	"N(alpha)-acetyltransferase 50, NatE catalytic subunit"	-666	-666	N	mlr12k_epsilon5253_978
218661_at	-666	-666	-666	-666	-666	79903	NAA60	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"	-666	-666	N	mlr12k_epsilon5253_978
45526_g_at	-666	-666	-666	-666	-666	79903	NAA60	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"	-666	-666	N	mlr12k_epsilon5253_978
214765_s_at	-666	-666	-666	-666	-666	27163	NAAA	N-acylethanolamine acid amidase	-666	-666	N	mlr12k_epsilon5253_978
215178_x_at	-666	-666	-666	-666	-666	27163	NAAA	N-acylethanolamine acid amidase	-666	-666	N	mlr12k_epsilon5253_978
222161_at	-666	-666	-666	-666	-666	10003	NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2	-666	-666	N	mlr12k_epsilon5253_978
207895_at	-666	-666	-666	-666	-666	10004	NAALADL1	N-acetylated alpha-linked acidic dipeptidase-like 1	-666	-666	N	mlr12k_epsilon5253_978
208047_s_at	-666	-666	-666	-666	-666	4664	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	-666	-666	N	mlr12k_epsilon5253_978
209272_at	-666	-666	-666	-666	-666	4664	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	-666	-666	N	mlr12k_epsilon5253_978
211139_s_at	-666	-666	-666	-666	-666	4664	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	-666	-666	N	mlr12k_epsilon5253_978
212803_at	-666	-666	-666	-666	-666	4665	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	-666	-666	N	mlr12k_epsilon5253_978
216017_s_at	-666	-666	-666	-666	-666	4665	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	-666	-666	N	mlr12k_epsilon5253_978
200735_x_at	-666	-666	-666	-666	-666	4666	NACA	nascent polypeptide-associated complex alpha subunit	-666	-666	N	mlr12k_epsilon5253_978
208635_x_at	-666	-666	-666	-666	-666	4666	NACA	nascent polypeptide-associated complex alpha subunit	-666	-666	N	mlr12k_epsilon5253_978
222018_at	-666	-666	-666	-666	-666	4666	NACA	nascent polypeptide-associated complex alpha subunit	-666	-666	N	mlr12k_epsilon5253_978
222224_at	-666	-666	-666	-666	-666	342538	NACA2	nascent polypeptide-associated complex alpha subunit 2	-666	-666	N	mlr12k_epsilon5253_978
213630_at	-666	-666	-666	-666	-666	23148	NACAD	NAC alpha domain containing	-666	-666	N	mlr12k_epsilon5253_978
211445_x_at	-666	-666	-666	-666	-666	83955	NACAP1	nascent-polypeptide-associated complex alpha polypeptide pseudogene 1	-666	-666	N	mlr12k_epsilon5253_978
212993_at	-666	-666	-666	-666	-666	138151	NACC2	"NACC family member 2, BEN and BTB (POZ) domain containing"	-666	-666	N	mlr12k_epsilon5253_978
208917_x_at	-666	-666	-666	-666	-666	65220	NADK	NAD kinase	-666	-666	N	mlr12k_epsilon5253_978
208918_s_at	-666	-666	-666	-666	-666	65220	NADK	NAD kinase	-666	-666	N	mlr12k_epsilon5253_978
208919_s_at	-666	-666	-666	-666	-666	65220	NADK	NAD kinase	-666	-666	N	mlr12k_epsilon5253_978
213607_x_at	-666	-666	-666	-666	-666	65220	NADK	NAD kinase	-666	-666	N	mlr12k_epsilon5253_978
213613_s_at	-666	-666	-666	-666	-666	65220	NADK	NAD kinase	-666	-666	N	mlr12k_epsilon5253_978
215159_s_at	-666	-666	-666	-666	-666	65220	NADK	NAD kinase	-666	-666	N	mlr12k_epsilon5253_978
218840_s_at	-666	-666	-666	-666	-666	55191	NADSYN1	NAD synthetase 1	-666	-666	N	mlr12k_epsilon5253_978
202268_s_at	-666	-666	-666	-666	-666	8883	NAE1	NEDD8 activating enzyme E1 subunit 1	-666	-666	N	mlr12k_epsilon5253_978
210496_at	-666	-666	-666	-666	-666	57051	NAG18	NAG18 mRNA	-666	-666	N	mlr12k_epsilon5253_978
202943_s_at	-666	-666	-666	-666	-666	4668	NAGA	"N-acetylgalactosaminidase, alpha-"	-666	-666	N	mlr12k_epsilon5253_978
202944_at	-666	-666	-666	-666	-666	4668	NAGA	"N-acetylgalactosaminidase, alpha-"	-666	-666	N	mlr12k_epsilon5253_978
218231_at	-666	-666	-666	-666	-666	55577	NAGK	N-acetylglucosamine kinase	-666	-666	N	mlr12k_epsilon5253_978
204360_s_at	-666	-666	-666	-666	-666	4669	NAGLU	"N-acetylglucosaminidase, alpha"	-666	-666	N	mlr12k_epsilon5253_978
215880_at	-666	-666	-666	-666	-666	4669	NAGLU	"N-acetylglucosaminidase, alpha"	-666	-666	N	mlr12k_epsilon5253_978
205090_s_at	-666	-666	-666	-666	-666	51172	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	-666	-666	N	mlr12k_epsilon5253_978
204861_s_at	-666	-666	-666	-666	-666	4671	NAIP	"NLR family, apoptosis inhibitory protein"	-666	-666	N	mlr12k_epsilon5253_978
217738_at	-666	-666	-666	-666	-666	10135	NAMPT	nicotinamide phosphoribosyltransferase	-666	-666	N	mlr12k_epsilon5253_978
217739_s_at	-666	-666	-666	-666	-666	10135	NAMPT	nicotinamide phosphoribosyltransferase	-666	-666	N	mlr12k_epsilon5253_978
220184_at	-666	-666	-666	-666	-666	79923	NANOG	Nanog homeobox	-666	-666	N	mlr12k_epsilon5253_978
218189_s_at	-666	-666	-666	-666	-666	54187	NANS	N-acetylneuraminic acid synthase	-666	-666	N	mlr12k_epsilon5253_978
204528_s_at	-666	-666	-666	-666	-666	4673	NAP1L1	nucleosome assembly protein 1-like 1	-666	-666	N	mlr12k_epsilon5253_978
208752_x_at	-666	-666	-666	-666	-666	4673	NAP1L1	nucleosome assembly protein 1-like 1	-666	-666	N	mlr12k_epsilon5253_978
208753_s_at	-666	-666	-666	-666	-666	4673	NAP1L1	nucleosome assembly protein 1-like 1	-666	-666	N	mlr12k_epsilon5253_978
208754_s_at	-666	-666	-666	-666	-666	4673	NAP1L1	nucleosome assembly protein 1-like 1	-666	-666	N	mlr12k_epsilon5253_978
212967_x_at	-666	-666	-666	-666	-666	4673	NAP1L1	nucleosome assembly protein 1-like 1	-666	-666	N	mlr12k_epsilon5253_978
213864_s_at	-666	-666	-666	-666	-666	4673	NAP1L1	nucleosome assembly protein 1-like 1	-666	-666	N	mlr12k_epsilon5253_978
219368_at	-666	-666	-666	-666	-666	4674	NAP1L2	nucleosome assembly protein 1-like 2	-666	-666	N	mlr12k_epsilon5253_978
204749_at	-666	-666	-666	-666	-666	4675	NAP1L3	nucleosome assembly protein 1-like 3	-666	-666	N	mlr12k_epsilon5253_978
201414_s_at	-666	-666	-666	-666	-666	4676	NAP1L4	nucleosome assembly protein 1-like 4	-666	-666	N	mlr12k_epsilon5253_978
206491_s_at	-666	-666	-666	-666	-666	8775	NAPA	"N-ethylmaleimide-sensitive factor attachment protein, alpha"	-666	-666	N	mlr12k_epsilon5253_978
208751_at	-666	-666	-666	-666	-666	8775	NAPA	"N-ethylmaleimide-sensitive factor attachment protein, alpha"	-666	-666	N	mlr12k_epsilon5253_978
210048_at	-666	-666	-666	-666	-666	8774	NAPG	"N-ethylmaleimide-sensitive factor attachment protein, gamma"	-666	-666	N	mlr12k_epsilon5253_978
219862_s_at	-666	-666	-666	-666	-666	26502	NARF	nuclear prelamin A recognition factor	-666	-666	N	mlr12k_epsilon5253_978
218713_at	-666	-666	-666	-666	-666	79664	NARG2	NMDA receptor regulated 2	-666	-666	N	mlr12k_epsilon5253_978
200027_at	-666	-666	-666	-666	-666	4677	NARS	asparaginyl-tRNA synthetase	-666	-666	N	mlr12k_epsilon5253_978
219217_at	-666	-666	-666	-666	-666	79731	NARS2	"asparaginyl-tRNA synthetase 2, mitochondrial (putative)"	-666	-666	N	mlr12k_epsilon5253_978
201969_at	-666	-666	-666	-666	-666	4678	NASP	nuclear autoantigenic sperm protein (histone-binding)	-666	-666	N	mlr12k_epsilon5253_978
201970_s_at	-666	-666	-666	-666	-666	4678	NASP	nuclear autoantigenic sperm protein (histone-binding)	-666	-666	N	mlr12k_epsilon5253_978
214440_at	-666	-666	-666	-666	-666	9	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	-666	-666	N	mlr12k_epsilon5253_978
217884_at	-666	-666	-666	-666	-666	55226	NAT10	N-acetyltransferase 10 (GCN5-related)	-666	-666	N	mlr12k_epsilon5253_978
206797_at	-666	-666	-666	-666	-666	10	NAT2	N-acetyltransferase 2 (arylamine N-acetyltransferase)	-666	-666	N	mlr12k_epsilon5253_978
210874_s_at	-666	-666	-666	-666	-666	24142	NAT6	N-acetyltransferase 6 (GCN5-related)	-666	-666	N	mlr12k_epsilon5253_978
210289_at	-666	-666	-666	-666	-666	9027	NAT8	"N-acetyltransferase 8 (GCN5-related, putative)"	-666	-666	N	mlr12k_epsilon5253_978
206964_at	-666	-666	-666	-666	-666	51471	NAT8B	"N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene)"	-666	-666	N	mlr12k_epsilon5253_978
204382_at	-666	-666	-666	-666	-666	26151	NAT9	"N-acetyltransferase 9 (GCN5-related, putative)"	-666	-666	N	mlr12k_epsilon5253_978
218330_s_at	-666	-666	-666	-666	-666	89797	NAV2	neuron navigator 2	-666	-666	N	mlr12k_epsilon5253_978
204823_at	-666	-666	-666	-666	-666	89795	NAV3	neuron navigator 3	-666	-666	N	mlr12k_epsilon5253_978
216466_at	-666	-666	-666	-666	-666	89795	NAV3	neuron navigator 3	-666	-666	N	mlr12k_epsilon5253_978
216632_at	-666	-666	-666	-666	-666	89795	NAV3	neuron navigator 3	-666	-666	N	mlr12k_epsilon5253_978
202926_at	-666	-666	-666	-666	-666	51594	NBAS	neuroblastoma amplified sequence	-666	-666	N	mlr12k_epsilon5253_978
221207_s_at	-666	-666	-666	-666	-666	26960	NBEA	neurobeachin	-666	-666	N	mlr12k_epsilon5253_978
212443_at	-666	-666	-666	-666	-666	23218	NBEAL2	neurobeachin-like 2	-666	-666	N	mlr12k_epsilon5253_978
201621_at	-666	-666	-666	-666	-666	4681	NBL1	"neuroblastoma, suppression of tumorigenicity 1"	-666	-666	N	mlr12k_epsilon5253_978
37005_at	-666	-666	-666	-666	-666	4681	NBL1	"neuroblastoma, suppression of tumorigenicity 1"	-666	-666	N	mlr12k_epsilon5253_978
219791_s_at	-666	-666	-666	-666	-666	79804	NBLA00301	Nbla00301	-666	-666	N	mlr12k_epsilon5253_978
202905_x_at	-666	-666	-666	-666	-666	4683	NBN	nibrin	-666	-666	N	mlr12k_epsilon5253_978
202906_s_at	-666	-666	-666	-666	-666	4683	NBN	nibrin	-666	-666	N	mlr12k_epsilon5253_978
202907_s_at	-666	-666	-666	-666	-666	4683	NBN	nibrin	-666	-666	N	mlr12k_epsilon5253_978
217299_s_at	-666	-666	-666	-666	-666	4683	NBN	nibrin	-666	-666	N	mlr12k_epsilon5253_978
212854_x_at	-666	-666	-666	-666	-666	100132406	NBPF10	"neuroblastoma breakpoint family, member 10"	-666	-666	N	mlr12k_epsilon5253_978
214693_x_at	-666	-666	-666	-666	-666	100132406	NBPF10	"neuroblastoma breakpoint family, member 10"	-666	-666	N	mlr12k_epsilon5253_978
201383_s_at	-666	-666	-666	-666	-666	4077	NBR1	neighbor of BRCA1 gene 1	-666	-666	N	mlr12k_epsilon5253_978
201384_s_at	-666	-666	-666	-666	-666	4077	NBR1	neighbor of BRCA1 gene 1	-666	-666	N	mlr12k_epsilon5253_978
207631_at	-666	-666	-666	-666	-666	10230	NBR2	neighbor of BRCA1 gene 2 (non-protein coding)	-666	-666	N	mlr12k_epsilon5253_978
211685_s_at	-666	-666	-666	-666	-666	83988	NCALD	neurocalcin delta	-666	-666	N	mlr12k_epsilon5253_978
209968_s_at	-666	-666	-666	-666	-666	4684	NCAM1	neural cell adhesion molecule 1	-666	-666	N	mlr12k_epsilon5253_978
212843_at	-666	-666	-666	-666	-666	4684	NCAM1	neural cell adhesion molecule 1	-666	-666	N	mlr12k_epsilon5253_978
214952_at	-666	-666	-666	-666	-666	4684	NCAM1	neural cell adhesion molecule 1	-666	-666	N	mlr12k_epsilon5253_978
217359_s_at	-666	-666	-666	-666	-666	4684	NCAM1	neural cell adhesion molecule 1	-666	-666	N	mlr12k_epsilon5253_978
205669_at	-666	-666	-666	-666	-666	4685	NCAM2	neural cell adhesion molecule 2	-666	-666	N	mlr12k_epsilon5253_978
205143_at	-666	-666	-666	-666	-666	1463	NCAN	neurocan	-666	-666	N	mlr12k_epsilon5253_978
212789_at	-666	-666	-666	-666	-666	23310	NCAPD3	"non-SMC condensin II complex, subunit D3"	-666	-666	N	mlr12k_epsilon5253_978
218662_s_at	-666	-666	-666	-666	-666	64151	NCAPG	"non-SMC condensin I complex, subunit G"	-666	-666	N	mlr12k_epsilon5253_978
218663_at	-666	-666	-666	-666	-666	64151	NCAPG	"non-SMC condensin I complex, subunit G"	-666	-666	N	mlr12k_epsilon5253_978
219588_s_at	-666	-666	-666	-666	-666	54892	NCAPG2	"non-SMC condensin II complex, subunit G2"	-666	-666	N	mlr12k_epsilon5253_978
212949_at	-666	-666	-666	-666	-666	23397	NCAPH	"non-SMC condensin I complex, subunit H"	-666	-666	N	mlr12k_epsilon5253_978
205086_s_at	-666	-666	-666	-666	-666	29781	NCAPH2	"non-SMC condensin II complex, subunit H2"	-666	-666	N	mlr12k_epsilon5253_978
209718_at	-666	-666	-666	-666	-666	29781	NCAPH2	"non-SMC condensin II complex, subunit H2"	-666	-666	N	mlr12k_epsilon5253_978
221633_at	-666	-666	-666	-666	-666	29781	NCAPH2	"non-SMC condensin II complex, subunit H2"	-666	-666	N	mlr12k_epsilon5253_978
40640_at	-666	-666	-666	-666	-666	29781	NCAPH2	"non-SMC condensin II complex, subunit H2"	-666	-666	N	mlr12k_epsilon5253_978
209519_at	-666	-666	-666	-666	-666	4686	NCBP1	"nuclear cap binding protein subunit 1, 80kDa"	-666	-666	N	mlr12k_epsilon5253_978
209520_s_at	-666	-666	-666	-666	-666	4686	NCBP1	"nuclear cap binding protein subunit 1, 80kDa"	-666	-666	N	mlr12k_epsilon5253_978
201517_at	-666	-666	-666	-666	-666	22916	NCBP2	"nuclear cap binding protein subunit 2, 20kDa"	-666	-666	N	mlr12k_epsilon5253_978
201521_s_at	-666	-666	-666	-666	-666	22916	NCBP2	"nuclear cap binding protein subunit 2, 20kDa"	-666	-666	N	mlr12k_epsilon5253_978
209556_at	-666	-666	-666	-666	-666	23154	NCDN	neurochondrin	-666	-666	N	mlr12k_epsilon5253_978
209557_s_at	-666	-666	-666	-666	-666	23154	NCDN	neurochondrin	-666	-666	N	mlr12k_epsilon5253_978
214084_x_at	-666	-666	-666	-666	-666	654817	NCF1C	neutrophil cytosolic factor 1C pseudogene	-666	-666	N	mlr12k_epsilon5253_978
209949_at	-666	-666	-666	-666	-666	4688	NCF2	neutrophil cytosolic factor 2	-666	-666	N	mlr12k_epsilon5253_978
205147_x_at	-666	-666	-666	-666	-666	4689	NCF4	"neutrophil cytosolic factor 4, 40kDa"	-666	-666	N	mlr12k_epsilon5253_978
207677_s_at	-666	-666	-666	-666	-666	4689	NCF4	"neutrophil cytosolic factor 4, 40kDa"	-666	-666	N	mlr12k_epsilon5253_978
211063_s_at	-666	-666	-666	-666	-666	4690	NCK1	NCK adaptor protein 1	-666	-666	N	mlr12k_epsilon5253_978
207738_s_at	-666	-666	-666	-666	-666	10787	NCKAP1	NCK-associated protein 1	-666	-666	N	mlr12k_epsilon5253_978
217465_at	-666	-666	-666	-666	-666	10787	NCKAP1	NCK-associated protein 1	-666	-666	N	mlr12k_epsilon5253_978
209734_at	-666	-666	-666	-666	-666	3071	NCKAP1L	NCK-associated protein 1-like	-666	-666	N	mlr12k_epsilon5253_978
216114_at	-666	-666	-666	-666	-666	51517	NCKIPSD	NCK interacting protein with SH3 domain	-666	-666	N	mlr12k_epsilon5253_978
216116_at	-666	-666	-666	-666	-666	51517	NCKIPSD	NCK interacting protein with SH3 domain	-666	-666	N	mlr12k_epsilon5253_978
218697_at	-666	-666	-666	-666	-666	51517	NCKIPSD	NCK interacting protein with SH3 domain	-666	-666	N	mlr12k_epsilon5253_978
200610_s_at	-666	-666	-666	-666	-666	4691	NCL	nucleolin	-666	-666	N	mlr12k_epsilon5253_978
215857_at	-666	-666	-666	-666	-666	56926	NCLN	nicalin	-666	-666	N	mlr12k_epsilon5253_978
215859_at	-666	-666	-666	-666	-666	56926	NCLN	nicalin	-666	-666	N	mlr12k_epsilon5253_978
222206_s_at	-666	-666	-666	-666	-666	56926	NCLN	nicalin	-666	-666	N	mlr12k_epsilon5253_978
209105_at	-666	-666	-666	-666	-666	8648	NCOA1	nuclear receptor coactivator 1	-666	-666	N	mlr12k_epsilon5253_978
209106_at	-666	-666	-666	-666	-666	8648	NCOA1	nuclear receptor coactivator 1	-666	-666	N	mlr12k_epsilon5253_978
209107_x_at	-666	-666	-666	-666	-666	8648	NCOA1	nuclear receptor coactivator 1	-666	-666	N	mlr12k_epsilon5253_978
210249_s_at	-666	-666	-666	-666	-666	8648	NCOA1	nuclear receptor coactivator 1	-666	-666	N	mlr12k_epsilon5253_978
205731_s_at	-666	-666	-666	-666	-666	10499	NCOA2	nuclear receptor coactivator 2	-666	-666	N	mlr12k_epsilon5253_978
205732_s_at	-666	-666	-666	-666	-666	10499	NCOA2	nuclear receptor coactivator 2	-666	-666	N	mlr12k_epsilon5253_978
212867_at	-666	-666	-666	-666	-666	10499	NCOA2	nuclear receptor coactivator 2	-666	-666	N	mlr12k_epsilon5253_978
215605_at	-666	-666	-666	-666	-666	10499	NCOA2	nuclear receptor coactivator 2	-666	-666	N	mlr12k_epsilon5253_978
209060_x_at	-666	-666	-666	-666	-666	8202	NCOA3	nuclear receptor coactivator 3	-666	-666	N	mlr12k_epsilon5253_978
209061_at	-666	-666	-666	-666	-666	8202	NCOA3	nuclear receptor coactivator 3	-666	-666	N	mlr12k_epsilon5253_978
209062_x_at	-666	-666	-666	-666	-666	8202	NCOA3	nuclear receptor coactivator 3	-666	-666	N	mlr12k_epsilon5253_978
211352_s_at	-666	-666	-666	-666	-666	8202	NCOA3	nuclear receptor coactivator 3	-666	-666	N	mlr12k_epsilon5253_978
210774_s_at	-666	-666	-666	-666	-666	8031	NCOA4	nuclear receptor coactivator 4	-666	-666	N	mlr12k_epsilon5253_978
208979_at	-666	-666	-666	-666	-666	23054	NCOA6	nuclear receptor coactivator 6	-666	-666	N	mlr12k_epsilon5253_978
200854_at	-666	-666	-666	-666	-666	9611	NCOR1	nuclear receptor corepressor 1	-666	-666	N	mlr12k_epsilon5253_978
200855_at	-666	-666	-666	-666	-666	9611	NCOR1	nuclear receptor corepressor 1	-666	-666	N	mlr12k_epsilon5253_978
200856_x_at	-666	-666	-666	-666	-666	9611	NCOR1	nuclear receptor corepressor 1	-666	-666	N	mlr12k_epsilon5253_978
200857_s_at	-666	-666	-666	-666	-666	9611	NCOR1	nuclear receptor corepressor 1	-666	-666	N	mlr12k_epsilon5253_978
207760_s_at	-666	-666	-666	-666	-666	9612	NCOR2	nuclear receptor corepressor 2	-666	-666	N	mlr12k_epsilon5253_978
208888_s_at	-666	-666	-666	-666	-666	9612	NCOR2	nuclear receptor corepressor 2	-666	-666	N	mlr12k_epsilon5253_978
208889_s_at	-666	-666	-666	-666	-666	9612	NCOR2	nuclear receptor corepressor 2	-666	-666	N	mlr12k_epsilon5253_978
215205_x_at	-666	-666	-666	-666	-666	9612	NCOR2	nuclear receptor corepressor 2	-666	-666	N	mlr12k_epsilon5253_978
207860_at	-666	-666	-666	-666	-666	9437	NCR1	natural cytotoxicity triggering receptor 1	-666	-666	N	mlr12k_epsilon5253_978
217088_s_at	-666	-666	-666	-666	-666	9437	NCR1	natural cytotoxicity triggering receptor 1	-666	-666	N	mlr12k_epsilon5253_978
217095_x_at	-666	-666	-666	-666	-666	9437	NCR1	natural cytotoxicity triggering receptor 1	-666	-666	N	mlr12k_epsilon5253_978
217045_x_at	-666	-666	-666	-666	-666	9436	NCR2	natural cytotoxicity triggering receptor 2	-666	-666	N	mlr12k_epsilon5253_978
217493_x_at	-666	-666	-666	-666	-666	9436	NCR2	natural cytotoxicity triggering receptor 2	-666	-666	N	mlr12k_epsilon5253_978
221074_at	-666	-666	-666	-666	-666	9436	NCR2	natural cytotoxicity triggering receptor 2	-666	-666	N	mlr12k_epsilon5253_978
221075_s_at	-666	-666	-666	-666	-666	9436	NCR2	natural cytotoxicity triggering receptor 2	-666	-666	N	mlr12k_epsilon5253_978
210763_x_at	-666	-666	-666	-666	-666	259197	NCR3	natural cytotoxicity triggering receptor 3	-666	-666	N	mlr12k_epsilon5253_978
211010_s_at	-666	-666	-666	-666	-666	259197	NCR3	natural cytotoxicity triggering receptor 3	-666	-666	N	mlr12k_epsilon5253_978
211583_x_at	-666	-666	-666	-666	-666	259197	NCR3	natural cytotoxicity triggering receptor 3	-666	-666	N	mlr12k_epsilon5253_978
207063_at	-666	-666	-666	-666	-666	55410	NCRNA00185	non-protein coding RNA 185	-666	-666	N	mlr12k_epsilon5253_978
218266_s_at	-666	-666	-666	-666	-666	23413	NCS1	neuronal calcium sensor 1	-666	-666	N	mlr12k_epsilon5253_978
208759_at	-666	-666	-666	-666	-666	23385	NCSTN	nicastrin	-666	-666	N	mlr12k_epsilon5253_978
204162_at	-666	-666	-666	-666	-666	10403	NDC80	"NDC80 homolog, kinetochore complex component (S. cerevisiae)"	-666	-666	N	mlr12k_epsilon5253_978
218414_s_at	-666	-666	-666	-666	-666	54820	NDE1	nudE nuclear distribution gene E homolog 1 (A. nidulans)	-666	-666	N	mlr12k_epsilon5253_978
208093_s_at	-666	-666	-666	-666	-666	81565	NDEL1	nudE nuclear distribution gene E homolog (A. nidulans)-like 1	-666	-666	N	mlr12k_epsilon5253_978
217800_s_at	-666	-666	-666	-666	-666	80762	NDFIP1	Nedd4 family interacting protein 1	-666	-666	N	mlr12k_epsilon5253_978
209550_at	-666	-666	-666	-666	-666	4692	NDN	necdin homolog (mouse)	-666	-666	N	mlr12k_epsilon5253_978
219747_at	-666	-666	-666	-666	-666	79625	NDNF	neuron-derived neurotrophic factor	-666	-666	N	mlr12k_epsilon5253_978
219899_x_at	-666	-666	-666	-666	-666	27158	NDOR1	NADPH dependent diflavin oxidoreductase 1	-666	-666	N	mlr12k_epsilon5253_978
206022_at	-666	-666	-666	-666	-666	4693	NDP	Norrie disease (pseudoglioma)	-666	-666	N	mlr12k_epsilon5253_978
200632_s_at	-666	-666	-666	-666	-666	10397	NDRG1	N-myc downstream regulated 1	-666	-666	N	mlr12k_epsilon5253_978
206453_s_at	-666	-666	-666	-666	-666	57447	NDRG2	NDRG family member 2	-666	-666	N	mlr12k_epsilon5253_978
214278_s_at	-666	-666	-666	-666	-666	57447	NDRG2	NDRG family member 2	-666	-666	N	mlr12k_epsilon5253_978
214279_s_at	-666	-666	-666	-666	-666	57447	NDRG2	NDRG family member 2	-666	-666	N	mlr12k_epsilon5253_978
217286_s_at	-666	-666	-666	-666	-666	57446	NDRG3	NDRG family member 3	-666	-666	N	mlr12k_epsilon5253_978
221082_s_at	-666	-666	-666	-666	-666	57446	NDRG3	NDRG family member 3	-666	-666	N	mlr12k_epsilon5253_978
209159_s_at	-666	-666	-666	-666	-666	65009	NDRG4	NDRG family member 4	-666	-666	N	mlr12k_epsilon5253_978
202607_at	-666	-666	-666	-666	-666	3340	NDST1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	-666	-666	N	mlr12k_epsilon5253_978
202608_s_at	-666	-666	-666	-666	-666	3340	NDST1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1	-666	-666	N	mlr12k_epsilon5253_978
203916_at	-666	-666	-666	-666	-666	8509	NDST2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2	-666	-666	N	mlr12k_epsilon5253_978
220429_at	-666	-666	-666	-666	-666	9348	NDST3	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 3	-666	-666	N	mlr12k_epsilon5253_978
208334_at	-666	-666	-666	-666	-666	64579	NDST4	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4	-666	-666	N	mlr12k_epsilon5253_978
202298_at	-666	-666	-666	-666	-666	4694	NDUFA1	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa"	-666	-666	N	mlr12k_epsilon5253_978
217860_at	-666	-666	-666	-666	-666	4705	NDUFA10	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa"	-666	-666	N	mlr12k_epsilon5253_978
220864_s_at	-666	-666	-666	-666	-666	51079	NDUFA13	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13"	-666	-666	N	mlr12k_epsilon5253_978
209223_at	-666	-666	-666	-666	-666	4695	NDUFA2	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"	-666	-666	N	mlr12k_epsilon5253_978
209224_s_at	-666	-666	-666	-666	-666	4695	NDUFA2	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa"	-666	-666	N	mlr12k_epsilon5253_978
218563_at	-666	-666	-666	-666	-666	4696	NDUFA3	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa"	-666	-666	N	mlr12k_epsilon5253_978
217773_s_at	-666	-666	-666	-666	-666	4697	NDUFA4	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa"	-666	-666	N	mlr12k_epsilon5253_978
218484_at	-666	-666	-666	-666	-666	56901	NDUFA4L2	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2"	-666	-666	N	mlr12k_epsilon5253_978
